remboursement_id,credit_id,date_echeance,date_paiement,montant_attendu,montant_paye,jours_retard,statut_remboursement
R00015883,CR000497,2025-10-15,2025-10-10,769.15,769.15,0,Payé à temps
R00015884,CR000497,2025-11-15,2025-11-10,769.15,769.15,0,Payé à temps
R00015885,CR000497,2025-12-15,2025-12-11,769.15,769.15,0,Payé à temps
R00015886,CR000497,2026-01-15,2026-01-14,769.15,769.15,0,Payé à temps
R00015887,CR000497,2026-02-15,2026-02-16,769.15,769.15,1,Payé en retard
R00015888,CR000497,2026-03-15,2026-03-10,769.15,769.15,0,Payé à temps
R00015889,CR000497,2026-04-15,2026-05-12,769.15,769.15,27,Payé en retard
R00015890,CR000498,2023-10-03,2023-10-03,1425.02,1425.02,0,Payé à temps
R00015891,CR000498,2023-11-03,2023-11-03,1425.02,1425.02,0,Payé à temps
R00015892,CR000498,2023-12-03,2023-12-02,1425.02,1425.02,0,Payé à temps
R00015893,CR000498,2024-01-03,2023-12-29,1425.02,1425.02,0,Payé à temps
R00015894,CR000498,2024-02-03,2024-01-29,1425.02,1425.02,0,Payé à temps
R00015895,CR000498,2024-03-03,2024-03-06,1425.02,790.57,3,Payé en retard
R00015896,CR000498,2024-04-03,2024-05-24,1425.02,1425.02,51,Payé en retard
R00015897,CR000498,2024-05-03,2024-05-06,1425.02,1425.02,3,Payé en retard
R00015898,CR000498,2024-06-03,2024-06-06,1425.02,1425.02,3,Payé en retard
R00015899,CR000498,2024-07-03,2024-07-05,1425.02,1425.02,2,Payé en retard
R00015900,CR000498,2024-08-03,2024-08-03,1425.02,1425.02,0,Payé à temps
R00015901,CR000498,2024-09-03,2024-09-01,1425.02,1425.02,0,Payé à temps
R00015902,CR000498,2024-10-03,2024-10-27,1425.02,1425.02,24,Payé en retard
R00015903,CR000498,2024-11-03,2025-01-23,1425.02,1425.02,81,Payé en retard
R00015904,CR000498,2024-12-03,2024-11-28,1425.02,1425.02,0,Payé à temps
R00015905,CR000498,2025-01-03,2025-01-19,1425.02,1425.02,16,Payé en retard
R00015906,CR000498,2025-02-03,2025-02-03,1425.02,1425.02,0,Payé à temps
R00015907,CR000498,2025-03-03,2025-03-04,1425.02,1425.02,1,Payé en retard
R00015908,CR000498,2025-04-03,2025-04-04,1425.02,1425.02,1,Payé en retard
R00015909,CR000498,2025-05-03,2025-05-01,1425.02,1425.02,0,Payé à temps
R00015910,CR000498,2025-06-03,,1425.02,0.0,76,Impayé
R00015911,CR000498,2025-07-03,2025-07-03,1425.02,1425.02,0,Payé à temps
R00015912,CR000498,2025-08-03,2025-08-04,1425.02,1425.02,1,Payé en retard
R00015913,CR000498,2025-09-03,2025-08-31,1425.02,1425.02,0,Payé à temps
R00015914,CR000498,2025-10-03,2025-09-29,1425.02,1425.02,0,Payé à temps
R00015915,CR000498,2025-11-03,2025-10-31,1425.02,1425.02,0,Payé à temps
R00015916,CR000498,2025-12-03,2026-03-04,1425.02,1425.02,91,Payé en retard
R00015917,CR000498,2026-01-03,2026-01-03,1425.02,1425.02,0,Payé à temps
R00015918,CR000498,2026-02-03,2026-02-03,1425.02,1425.02,0,Payé à temps
R00015919,CR000498,2026-03-03,2026-05-11,1425.02,1425.02,69,Payé en retard
R00015920,CR000498,2026-04-03,2026-04-03,1425.02,1425.02,0,Payé à temps
R00015921,CR000498,2026-05-03,2026-05-01,1425.02,1425.02,0,Payé à temps
R00015922,CR000498,2026-06-03,2026-06-01,1425.02,1425.02,0,Payé à temps
R00015923,CR000499,2026-02-27,2026-02-22,394.48,394.48,0,Payé à temps
R00015924,CR000499,2026-03-27,2026-03-29,394.48,394.48,2,Payé en retard
R00015925,CR000499,2026-04-27,2026-04-26,394.48,394.48,0,Payé à temps
R00015926,CR000499,2026-05-27,2026-05-24,394.48,394.48,0,Payé à temps
R00015927,CR999999,2026-06-27,2026-06-25,394.48,394.48,0,Payé à temps
R00015928,CR000500,2024-09-17,2024-09-13,291.69,291.69,0,Payé à temps
R00015929,CR000500,2024-10-17,2024-10-14,291.69,291.69,0,Payé à temps
R00015930,CR000500,2024-11-17,2024-11-15,291.69,291.69,0,Payé à temps
R00015931,CR000500,2024-12-17,2024-12-14,291.69,291.69,0,Payé à temps
R00015932,CR000500,2025-01-17,2025-01-17,291.69,291.69,0,Payé à temps
R00015933,CR000500,2025-02-17,2025-02-15,291.69,291.69,0,Payé à temps
R00015934,CR000500,2025-03-17,2025-03-13,291.69,291.69,0,Payé à temps
R00015935,CR000500,2025-04-17,2025-04-15,291.69,291.69,0,Payé à temps
R00015936,CR000500,2025-05-17,2025-05-13,291.69,291.69,0,Payé à temps
R00015937,CR000500,2025-06-17,2025-06-15,291.69,291.69,0,Payé à temps
R00015938,CR000500,2025-07-17,2025-07-20,291.69,291.69,3,Payé en retard
R00015939,CR000500,2025-08-17,2025-08-20,291.69,291.69,3,Payé en retard
R00015940,CR000500,2025-09-17,2025-09-16,291.69,291.69,0,Payé à temps
R00015941,CR000500,2025-10-17,2025-10-19,291.69,291.69,2,Payé en retard
R00015942,CR000500,2025-11-17,2025-11-15,291.69,291.69,0,Payé à temps
R00015943,CR000500,2025-12-17,2025-12-13,291.69,291.69,0,Payé à temps
R00015944,CR000500,2026-01-17,2026-01-16,291.69,291.69,0,Payé à temps
R00015945,CR000500,2026-02-17,2026-02-14,291.69,291.69,0,Payé à temps
R00015946,CR000500,2026-03-17,2026-05-22,291.69,291.69,66,Payé en retard
R00015947,CR000500,2026-04-17,2026-04-16,291.69,291.69,0,Payé à temps
R00015948,CR000500,2026-05-17,2026-05-20,291.69,291.69,3,paye a temps
R00015949,CR000500,2026-06-17,2026-08-09,291.69,291.69,53,Payé en retard
R00015950,CR000501,2022-09-03,2022-08-30,459.09,459.09,0,Payé à temps
R00015951,CR000501,2022-10-03,2022-09-29,459.09,459.09,0,Payé à temps
R00015952,CR000501,2022-11-03,2022-11-05,459.09,459.09,2,Payé en retard
R00015953,CR000501,2022-12-03,2022-12-04,459.09,459.09,1,Payé en retard
R00015954,CR000501,2023-01-03,2023-01-02,459.09,459.09,0,Payé à temps
R00015955,CR000501,2023-02-03,2023-01-30,459.09,459.09,0,Payé à temps
R00015956,CR000501,2023-03-03,2023-03-03,459.09,459.09,0,Payé à temps
R00015957,CR000501,2023-04-03,2023-03-30,459.09,459.09,0,Payé à temps
R00015958,CR000501,2023-05-03,2023-04-29,459.09,459.09,0,Payé à temps
R00015959,CR000501,2023-06-03,2023-06-04,459.09,459.09,1,Payé en retard
R00015960,CR000501,2023-07-03,2023-07-03,459.09,459.09,0,Payé à temps
R00015961,CR000501,2023-08-03,2023-07-30,459.09,459.09,0,Payé à temps
R00015962,CR000501,2023-09-03,2023-09-02,459.09,459.09,0,Payé à temps
R00015963,CR000501,2023-10-03,2023-10-06,459.09,459.09,3,Payé en retard
R00015964,CR000501,2023-11-03,,459.09,0.0,71,Impayé
R00015965,CR000501,2023-12-03,2023-11-28,459.09,459.09,0,Payé à temps
R00015966,CR000501,2024-01-03,2024-01-02,459.09,459.09,0,Payé à temps
R00015967,CR000501,2024-02-03,2024-01-30,459.09,459.09,0,Payé à temps
R00015968,CR000501,2024-03-03,2024-02-27,459.09,459.09,0,Payé à temps
R00015969,CR000501,2024-04-03,2024-04-06,459.09,459.09,3,Payé en retard
R00015970,CR000501,2024-05-03,2024-04-30,459.09,459.09,0,Payé à temps
R00015971,CR000501,2024-06-03,2024-06-02,459.09,459.09,0,Payé à temps
R00015972,CR000501,2024-07-03,2024-06-28,459.09,459.09,0,Payé à temps
R00015973,CR000501,2024-08-03,2024-08-04,459.09,459.09,1,Payé en retard
R00015974,CR000501,2024-09-03,2024-08-31,459.09,459.09,0,Payé à temps
R00015975,CR000501,2024-10-03,2024-09-28,459.09,459.09,0,Payé à temps
R00015976,CR000501,2024-11-03,2024-10-29,459.09,459.09,0,Payé à temps
R00015977,CR000501,2024-12-03,2024-12-06,459.09,459.09,3,Payé en retard
R00015978,CR000501,2025-01-03,2025-01-01,459.09,459.09,0,Payé à temps
R00015979,CR000501,2025-02-03,2025-01-30,459.09,459.09,0,Payé à temps
R00015980,CR000501,2025-03-03,2025-02-27,459.09,459.09,0,Payé à temps
R00015981,CR000501,2025-04-03,2025-03-30,459.09,459.09,0,Payé à temps
R00015982,CR000501,2025-05-03,2025-05-04,459.09,459.09,1,Payé en retard
R00015983,CR000501,2025-06-03,2025-06-04,459.09,459.09,1,Payé en retard
R00015984,CR000501,2025-07-03,2025-07-04,459.09,459.09,1,Payé en retard
R00015985,CR000501,2025-08-03,2025-08-03,459.09,459.09,0,Payé à temps
R00015986,CR000501,2025-09-03,2025-09-05,459.09,459.09,2,Payé en retard
R00015987,CR000501,2025-10-03,2025-10-06,459.09,459.09,3,Payé en retard
R00015988,CR000501,2025-11-03,2025-11-05,459.09,459.09,2,Payé en retard
R00015989,CR000501,2025-12-03,2025-12-03,459.09,459.09,0,Payé à temps
R00015990,CR000501,2026-01-03,2026-01-02,459.09,459.09,0,Payé à temps
R00015991,CR000501,2026-02-03,2026-02-03,459.09,459.09,0,Payé à temps
R00015992,CR000501,2026-03-03,2026-02-28,459.09,459.09,0,Payé à temps
R00015993,CR000501,2026-04-03,2026-03-29,459.09,459.09,0,Payé à temps
R00015994,CR000501,2026-05-03,2026-07-23,459.09,459.09,81,Payé en retard
R00015995,CR000501,2026-06-03,2026-05-29,459.09,459.09,0,Payé à temps
R00015996,CR000502,2023-10-04,2023-09-29,1014.66,1014.66,0,Payé à temps
R00015997,CR000502,2023-11-04,2023-11-05,1014.66,1014.66,1,Payé en retard
R00015998,CR000502,2023-12-04,2023-12-06,1014.66,1014.66,2,Payé en retard
R00015999,CR000502,2024-01-04,2024-01-06,1014.66,1014.66,2,Payé en retard
R00016000,CR000502,2024-02-04,2024-02-03,1014.66,1014.66,0,Payé à temps
R00016001,CR000502,2024-03-04,2024-03-07,1014.66,1014.66,3,Payé en retard
R00016002,CR000502,2024-04-04,2024-04-05,1014.66,1014.66,1,Payé en retard
R00016003,CR000502,2024-05-04,2024-06-04,1014.66,1014.66,31,Payé en retard
R00016004,CR000502,2024-06-04,2024-06-03,1014.66,1014.66,0,Payé à temps
R00016005,CR000502,2024-07-04,2024-07-01,1014.66,1014.66,0,Payé à temps
R00016006,CR000502,2024-08-04,2024-08-04,1014.66,1014.66,0,Payé à temps
R00016007,CR000502,2024-09-04,2024-09-05,1014.66,1014.66,1,Payé en retard
R00016008,CR000502,2024-10-04,2024-09-29,1014.66,1014.66,0,Payé à temps
R00016009,CR000502,2024-11-04,2024-11-04,1014.66,1014.66,0,Payé à temps
R00016010,CR000502,2024-12-04,2024-12-02,1014.66,1014.66,0,Payé à temps
R00016011,CR000502,2025-01-04,2025-01-05,1014.66,1014.66,1,Payé en retard
R00016012,CR000502,2025-02-04,2025-01-31,1014.66,1014.66,0,Payé à temps
R00016013,CR000502,2025-03-04,2025-03-27,1014.66,1014.66,23,Payé en retard
R00016014,CR000502,2025-04-04,2025-04-04,1014.66,1014.66,0,Payé à temps
R00016015,CR000502,2025-05-04,2025-05-07,1014.66,1014.66,3,Payé en retard
R00016016,CR000502,2025-06-04,2025-06-05,1014.66,1014.66,1,Payé en retard
R00016017,CR000502,2025-07-04,2025-06-29,1014.66,1014.66,0,Payé à temps
R00016018,CR000502,2025-08-04,2025-08-05,1014.66,1014.66,1,Payé en retard
R00016019,CR000502,2025-09-04,2025-09-06,1014.66,1014.66,2,Payé en retard
R00016020,CR000503,2025-02-04,2025-02-04,461.5,461.5,0,Payé à temps
R00016021,CR000503,2025-03-04,2025-03-04,461.5,461.5,0,Payé à temps
R00016022,CR000503,2025-04-04,2025-04-06,461.5,461.5,2,Payé en retard
R00016023,CR000503,2025-05-04,2025-05-05,461.5,461.5,1,Payé en retard
R00016024,CR000503,2025-06-04,2025-05-30,461.5,461.5,0,Payé à temps
R00016025,CR000503,2025-07-04,2025-07-04,461.5,461.5,0,Payé à temps
R00016026,CR000503,2025-08-04,2025-07-30,461.5,461.5,0,Payé à temps
R00016027,CR000503,2025-09-04,2025-09-02,461.5,461.5,0,Payé à temps
R00016028,CR000503,2025-10-04,2025-10-05,461.5,461.5,1,Payé en retard
R00016029,CR000503,2025-11-04,2025-11-03,461.5,461.5,0,Payé à temps
R00016030,CR000503,2025-12-04,2025-12-07,461.5,461.5,3,Payé en retard
R00016031,CR000503,2026-01-04,2026-01-01,461.5,461.5,0,Payé à temps
R00016032,CR000503,2026-02-04,2026-02-02,461.5,461.5,0,Payé à temps
R00016033,CR000503,2026-03-04,2026-03-06,461.5,461.5,2,Payé en retard
R00016034,CR000503,2026-04-04,2026-04-03,461.5,461.5,0,Payé à temps
R00016035,CR000503,2026-05-04,2026-04-29,461.5,461.5,0,Payé à temps
R00016036,CR000503,2026-06-04,2026-05-31,461.5,461.5,0,Payé à temps
R00016037,CR000504,2022-03-10,2022-03-09,550.09,550.09,0,Payé à temps
R00016038,CR000504,2022-04-10,2022-04-07,550.09,550.09,0,Payé à temps
R00016039,CR000504,2022-05-10,2022-05-06,550.09,550.09,0,Payé à temps
R00016040,CR000504,2022-06-10,2022-06-12,550.09,550.09,2,Payé en retard
R00016041,CR000504,2022-07-10,2022-07-10,550.09,550.09,0,Payé à temps
R00016042,CR000504,2022-08-10,2022-08-08,550.09,550.09,0,Payé à temps
R00016043,CR000504,2022-09-10,2022-09-07,550.09,550.09,0,Payé à temps
R00016044,CR000504,2022-10-10,2022-10-09,550.09,550.09,0,Payé à temps
R00016045,CR000504,2022-11-10,2022-11-07,550.09,550.09,0,Payé à temps
R00016046,CR000504,2022-12-10,2022-12-11,550.09,550.09,1,Payé en retard
R00016047,CR000504,2023-01-10,2023-01-09,550.09,550.09,0,Payé à temps
R00016048,CR000504,2023-02-10,2023-02-09,550.09,550.09,0,Payé à temps
R00016049,CR000504,2023-03-10,2023-03-08,550.09,550.09,0,Payé à temps
R00016050,CR000504,2023-04-10,2023-04-06,550.09,550.09,0,Payé à temps
R00016051,CR000504,2023-05-10,2023-05-28,550.09,550.09,18,Payé en retard
R00016052,CR000504,2023-06-10,2023-07-21,550.09,550.09,41,Payé en retard
R00016053,CR000504,2023-07-10,2023-07-11,550.09,550.09,1,Payé en retard
R00016054,CR000504,2023-08-10,2023-08-09,550.09,550.09,0,Payé à temps
R00016055,CR000504,2023-09-10,2023-09-07,550.09,550.09,0,Payé à temps
R00016056,CR000504,2023-10-10,2023-10-07,550.09,550.09,0,Payé à temps
R00016057,CR000504,2023-11-10,2023-11-12,550.09,550.09,2,Payé en retard
R00016058,CR000504,2023-12-10,2023-12-12,550.09,550.09,2,Payé en retard
R00016059,CR000504,2024-01-10,2024-01-05,550.09,550.09,0,Payé à temps
R00016060,CR000504,2024-02-10,2024-02-06,550.09,550.09,0,Payé à temps
R00016061,CR000504,2024-03-10,2024-03-06,550.09,550.09,0,Payé à temps
R00016062,CR000504,2024-04-10,,550.09,0.0,82,Impayé
R00016063,CR000504,2024-05-10,2024-05-09,550.09,550.09,0,Payé à temps
R00016064,CR000504,2024-06-10,2024-06-09,550.09,550.09,0,Payé à temps
R00016065,CR000504,2024-07-10,2024-07-10,550.09,550.09,0,Payé à temps
R00016066,CR000504,2024-08-10,2024-08-07,550.09,550.09,0,Payé à temps
R00016067,CR999999,2024-09-10,2024-09-07,550.09,550.09,0,Payé à temps
R00016068,CR000504,2024-10-10,2024-10-12,550.09,550.09,2,Payé en retard
R00016069,CR000504,2024-11-10,2024-11-06,550.09,550.09,0,Payé à temps
R00016070,CR000504,2024-12-10,2024-12-21,550.09,550.09,11,Payé en retard
R00016071,CR000504,2025-01-10,2025-01-08,550.09,550.09,0,Payé à temps
R00016072,CR000504,2025-02-10,2025-02-12,550.09,550.09,2,Payé en retard
R00016073,CR000504,2025-03-10,2025-04-08,550.09,550.09,29,Payé en retard
R00016074,CR000504,2025-04-10,2025-04-06,550.09,550.09,0,Payé à temps
R00016075,CR000504,2025-05-10,2025-05-06,550.09,550.09,0,Payé à temps
R00016076,CR000504,2025-06-10,2025-06-10,550.09,550.09,0,Payé à temps
R00016077,CR000504,2025-07-10,2025-07-09,550.09,550.09,0,Payé à temps
R00016078,CR000504,2025-08-10,2025-08-13,550.09,550.09,3,Payé en retard
R00016079,CR000504,2025-09-10,2025-09-12,550.09,550.09,2,Payé en retard
R00016080,CR000504,2025-10-10,2025-10-06,550.09,550.09,0,Payé à temps
R00016081,CR000504,2025-11-10,2025-11-10,550.09,550.09,0,Payé à temps
R00016082,CR000504,2025-12-10,2025-12-05,550.09,550.09,0,Payé à temps
R00016083,CR000504,2026-01-10,2026-01-14,550.09,303.62,4,Payé en retard
R00016084,CR000504,2026-02-10,2026-02-06,550.09,550.09,0,Payé à temps
R00016085,CR000504,2026-03-10,2026-03-07,550.09,550.09,0,Payé à temps
R00016086,CR000504,2026-04-10,2026-04-13,550.09,550.09,3,Payé en retard
R00016087,CR000504,2026-05-10,2026-05-07,550.09,550.09,0,Payé à temps
R00016088,CR000504,2026-06-10,2026-06-10,550.09,550.09,0,Payé à temps
R00016089,CR000505,2022-08-03,2022-07-31,923.97,923.97,0,Payé à temps
R00016090,CR000505,2022-09-03,2022-11-09,923.97,923.97,67,Payé en retard
R00016091,CR000505,2022-10-03,2022-10-06,923.97,923.97,3,Payé en retard
R00016092,CR000505,2022-11-03,2022-10-29,923.97,923.97,0,Payé à temps
R00016093,CR000505,2022-12-03,2022-12-03,923.97,923.97,0,Payé à temps
R00016094,CR000505,2023-01-03,2023-01-03,923.97,923.97,0,Payé à temps
R00016095,CR000505,2023-02-03,2023-01-31,923.97,923.97,0,Payé à temps
R00016096,CR000505,2023-03-03,2023-03-02,923.97,923.97,0,paye a temps
R00016097,CR000505,2023-04-03,2023-03-29,923.97,923.97,0,Payé à temps
R00016098,CR000505,2023-05-03,2023-05-01,923.97,923.97,0,Payé à temps
R00016099,CR000505,2023-06-03,2023-06-02,923.97,923.97,0,Payé à temps
R00016100,CR000505,2023-07-03,2023-07-03,923.97,923.97,0,Payé à temps
R00016101,CR000505,2023-08-03,2023-08-06,923.97,923.97,3,Payé en retard
R00016102,CR000505,2023-09-03,2023-08-30,923.97,923.97,0,Payé à temps
R00016103,CR000505,2023-10-03,2023-09-30,923.97,923.97,0,Payé à temps
R00016104,CR000505,2023-11-03,2023-11-02,923.97,923.97,0,Payé à temps
R00016105,CR000505,2023-12-03,2023-11-28,923.97,923.97,0,Payé à temps
R00016106,CR000505,2024-01-03,2024-01-01,923.97,923.97,0,Payé à temps
R00016107,CR000505,2024-02-03,2024-02-03,923.97,923.97,0,Payé à temps
R00016108,CR000505,2024-03-03,2024-02-27,923.97,923.97,0,Payé à temps
R00016109,CR000505,2024-04-03,2024-03-31,923.97,923.97,0,Payé à temps
R00016110,CR000505,2024-05-03,2024-04-29,923.97,923.97,0,Payé à temps
R00016111,CR000505,2024-06-03,2024-05-29,923.97,923.97,0,Payé à temps
R00016112,CR000505,2024-07-03,2024-07-02,923.97,923.97,0,Payé à temps
R00016113,CR000505,2024-08-03,,923.97,0.0,82,Impayé
R00016114,CR000505,2024-09-03,2024-08-29,923.97,923.97,0,Payé à temps
R00016115,CR000505,2024-10-03,2024-10-06,923.97,923.97,3,Payé en retard
R00016116,CR000505,2024-11-03,2024-10-30,923.97,923.97,0,Payé à temps
R00016117,CR000505,2024-12-03,2024-11-29,923.97,923.97,0,Payé à temps
R00016118,CR000505,2025-01-03,2025-01-06,923.97,923.97,3,Payé en retard
R00016119,CR000505,2025-02-03,2025-01-31,923.97,923.97,0,Payé à temps
R00016120,CR000505,2025-03-03,2025-03-01,923.97,923.97,0,Payé à temps
R00016121,CR000505,2025-04-03,2025-04-03,923.97,923.97,0,Payé à temps
R00016122,CR000505,2025-05-03,2025-05-05,923.97,923.97,2,Payé en retard
R00016123,CR000505,2025-06-03,2025-05-31,923.97,923.97,0,Payé à temps
R00016124,CR000505,2025-07-03,2025-07-03,923.97,923.97,0,Payé à temps
R00016125,CR000505,2025-08-03,2025-08-01,923.97,923.97,0,Payé à temps
R00016126,CR000505,2025-09-03,2025-10-23,923.97,923.97,50,Payé en retard
R00016127,CR000505,2025-10-03,2025-10-06,923.97,923.97,3,Payé en retard
R00016128,CR000505,2025-11-03,2025-11-04,923.97,923.97,1,Payé en retard
R00016129,CR000505,2025-12-03,2025-12-05,923.97,923.97,2,Payé en retard
R00016130,CR000505,2026-01-03,2026-01-06,923.97,923.97,3,Payé en retard
R00016131,CR000505,2026-02-03,2026-02-06,923.97,923.97,3,Payé en retard
R00016132,CR000505,2026-03-03,2026-02-28,923.97,923.97,0,Payé à temps
R00016133,CR000505,2026-04-03,2026-03-31,923.97,923.97,0,Payé à temps
R00016134,CR000505,2026-05-03,2026-05-04,923.97,923.97,1,Payé en retard
R00016135,CR000505,2026-06-03,2026-05-30,923.97,923.97,0,Payé à temps
R00016136,CR000506,2023-11-19,2023-12-21,861.01,861.01,32,Payé en retard
R00016137,CR000506,2023-12-19,2024-03-15,861.01,861.01,87,Payé en retard
R00016138,CR000506,2024-01-19,2024-03-08,861.01,861.01,49,Payé en retard
R00016139,CR000506,2024-02-19,2024-02-15,861.01,861.01,0,Payé à temps
R00016140,CR000506,2024-03-19,2024-03-20,861.01,861.01,1,Payé en retard
R00016141,CR000506,2024-04-19,2024-04-16,861.01,861.01,0,Payé à temps
R00016142,CR000506,2024-05-19,2024-07-17,861.01,861.01,59,Payé en retard
R00016143,CR000506,2024-06-19,2024-06-21,861.01,861.01,2,Payé en retard
R00016144,CR000506,2024-07-19,2024-07-17,861.01,861.01,0,Payé à temps
R00016145,CR000506,2024-08-19,2024-08-22,861.01,861.01,3,Payé en retard
R00016146,CR000506,2024-09-19,2024-09-22,861.01,861.01,3,Payé en retard
R00016147,CR000506,2024-10-19,2024-10-19,861.01,861.01,0,Payé à temps
R00016148,CR000506,2024-11-19,2024-11-17,861.01,861.01,0,Payé à temps
R00016149,CR000506,2024-12-19,2024-12-16,861.01,861.01,0,Payé à temps
R00016150,CR000506,2025-01-19,2025-01-29,861.01,861.01,10,Payé en retard
R00016151,CR000506,2025-02-19,2025-02-16,861.01,861.01,0,Payé à temps
R00016152,CR000506,2025-03-19,2025-05-01,861.01,861.01,43,Payé en retard
R00016153,CR000506,2025-04-19,2025-04-14,861.01,861.01,0,Payé à temps
R00016154,CR000506,2025-05-19,2025-08-14,861.01,861.01,87,Payé en retard
R00016155,CR000506,2025-06-19,2025-09-04,861.01,861.01,77,Payé en retard
R00016156,CR000506,2025-07-19,2025-07-17,861.01,861.01,0,Payé à temps
R00016157,CR000506,2025-08-19,2025-09-11,861.01,861.01,23,Payé en retard
R00016158,CR000506,2025-09-19,2025-11-23,861.01,861.01,65,Payé en retard
R00016159,CR000506,2025-10-19,2025-10-16,861.01,861.01,0,Payé à temps
R00016160,CR000506,2025-11-19,2026-02-21,861.01,861.01,94,Payé en retard
R00016161,CR000506,2025-12-19,2025-12-20,861.01,861.01,1,Payé en retard
R00016162,CR000506,2026-01-19,2026-01-22,861.01,861.01,3,Payé en retard
R00016163,CR000506,2026-02-19,2026-02-16,861.01,861.01,0,Payé à temps
R00016164,CR000506,2026-03-19,2026-04-03,861.01,861.01,15,Payé en retard
R00016165,CR000506,2026-04-19,2026-04-22,861.01,861.01,3,Payé en retard
R00016166,CR000506,2026-05-19,2026-05-17,861.01,861.01,0,Payé à temps
R00016167,CR000506,2026-06-19,2026-06-22,861.01,861.01,3,Payé en retard
R00016168,CR000507,2024-03-19,2024-03-15,534.21,534.21,0,Payé à temps
R00016169,CR000507,2024-04-19,2024-04-15,534.21,534.21,0,Payé à temps
R00016170,CR000507,2024-05-19,2024-05-20,534.21,534.21,1,Payé en retard
R00016171,CR000507,2024-06-19,2024-06-17,534.21,534.21,0,Payé à temps
R00016172,CR000507,2024-07-19,2024-07-21,534.21,534.21,2,Payé en retard
R00016173,CR000507,2024-08-19,2024-08-21,534.21,534.21,2,Payé en retard
R00016174,CR000507,2024-09-19,2024-09-25,534.21,534.21,6,Payé en retard
R00016175,CR000507,2024-10-19,2024-12-23,534.21,534.21,65,Payé en retard
R00016176,CR000507,2024-11-19,2024-11-19,534.21,534.21,0,Payé à temps
R00016177,CR000507,2024-12-19,2024-12-20,534.21,534.21,1,Payé en retard
R00016178,CR000507,2025-01-19,2025-01-22,534.21,534.21,3,Payé en retard
R00016179,CR000507,2025-02-19,2025-02-22,534.21,534.21,3,Payé en retard
R00016180,CR000507,2025-03-19,2025-03-20,534.21,534.21,1,Payé en retard
R00016181,CR000507,2025-04-19,2025-04-22,534.21,534.21,3,Payé en retard
R00016182,CR000507,2025-05-19,2025-07-12,534.21,534.21,54,Payé en retard
R00016183,CR000507,2025-06-19,2025-06-14,534.21,534.21,0,Payé à temps
R00016184,CR000507,2025-07-19,2025-07-16,534.21,534.21,0,Payé à temps
R00016185,CR000507,2025-08-19,2025-08-20,534.21,534.21,1,Payé en retard
R00016186,CR000507,2025-09-19,2025-09-24,534.21,534.21,5,Payé en retard
R00016187,CR000507,2025-10-19,2025-10-21,534.21,534.21,2,Payé en retard
R00016188,CR000507,2025-11-19,2025-12-15,534.21,534.21,26,Payé en retard
R00016189,CR000507,2025-12-19,2025-12-17,534.21,534.21,0,Payé à temps
R00016190,CR000507,2026-01-19,2026-01-17,534.21,534.21,0,Payé à temps
R00016191,CR000507,2026-02-19,2026-02-20,534.21,534.21,1,Payé en retard
R00016192,CR000507,2026-03-19,2026-03-14,534.21,534.21,0,Payé à temps
R00016193,CR000507,2026-04-19,2026-04-15,534.21,534.21,0,Payé à temps
R00016194,CR000507,2026-05-19,2026-05-14,534.21,534.21,0,Payé à temps
R00016195,CR000507,2026-06-19,2026-06-22,534.21,534.21,3,Payé en retard
R00016196,CR000508,2022-04-27,2022-04-29,639.24,639.24,2,Payé en retard
R00016197,CR000508,2022-05-27,2022-05-30,639.24,639.24,3,Payé en retard
R00016198,CR000508,2022-06-27,2022-06-30,639.24,639.24,3,Payé en retard
R00016199,CR000508,2022-07-27,2022-07-28,639.24,639.24,1,Payé en retard
R00016200,CR000508,2022-08-27,2022-08-29,639.24,639.24,2,Payé en retard
R00016201,CR000508,2022-09-27,2022-09-29,639.24,639.24,2,Payé en retard
R00016202,CR000508,2022-10-27,2022-10-22,639.24,639.24,0,Payé à temps
R00016203,CR000508,2022-11-27,2022-11-23,639.24,639.24,0,Payé à temps
R00016204,CR000508,2022-12-27,2022-12-24,639.24,639.24,0,Payé à temps
R00016205,CR000508,2023-01-27,2023-01-22,639.24,639.24,0,Payé à temps
R00016206,CR000508,2023-02-27,2023-02-27,639.24,639.24,0,Payé à temps
R00016207,CR000508,2023-03-27,2023-03-27,639.24,639.24,0,Payé à temps
R00016208,CR000508,2023-04-27,2023-04-22,639.24,639.24,0,Payé à temps
R00016209,CR000508,2023-05-27,2023-05-27,639.24,639.24,0,Payé à temps
R00016210,CR000508,2023-06-27,2023-06-25,639.24,639.24,0,Payé à temps
R00016211,CR000508,2023-07-27,2023-07-23,639.24,639.24,0,Payé à temps
R00016212,CR000508,2023-08-27,2023-08-24,639.24,639.24,0,Payé à temps
R00016213,CR000508,2023-09-27,2023-09-29,639.24,639.24,2,Payé en retard
R00016214,CR000508,2023-10-27,2023-10-23,639.24,639.24,0,Payé à temps
R00016215,CR000508,2023-11-27,2023-11-29,639.24,639.24,2,Payé en retard
R00016216,CR000508,2023-12-27,2023-12-30,639.24,639.24,3,Payé en retard
R00016217,CR000508,2024-01-27,2024-01-26,639.24,639.24,0,Payé à temps
R00016218,CR000508,2024-02-27,2024-03-01,639.24,639.24,3,Payé en retard
R00016219,CR000508,2024-03-27,2024-03-28,639.24,639.24,1,Payé en retard
R00016220,CR000508,2024-04-27,2024-04-28,639.24,639.24,1,Payé en retard
