ligne_source,transaction_id,client_id,date_transaction,type_transaction,montant,sens,produit_id,agence_id,canal,statut,frais,devise
10411,T000010411,C005445,2024-12-25 13:50:48,Retrait DAB,-113.94,Débit,P002,A006,Application mobile,Validée,0.0,EUR
10412,T000010412,C002864,2025-10-14 22:29:16,Virement reçu,130.25,Crédit,P007,A011,TPE,En attente,0.0,EUR
10413,T000010413,C002182,2025-06-23 23:54:26,Paiement carte,-18.29,Débit,P001,A019,DAB,Validée,0.0,EUR
10414,T000010414,C001945,2023-11-11 11:11:48,Virement reçu,202.11,Crédit,P001,A023,DAB,Validée,0.0,EUR
10415,T000010415,C000867,2025-12-25 00:23:59,Frais bancaires,-5.0,Débit,P001,A018,Application mobile,Validée,5.0,EUR
10416,T000010416,C000239,2026-06-18 12:08:25,Retrait DAB,-303.86,Débit,P001,A015,Agence,Validée,0.0,EUR
10417,T000010417,C002582,2024-03-19 03:21:37,Paiement carte,-51.2,Débit,P006,A007,DAB,Validée,0.0,EUR
10418,T000010418,C003730,2023-04-28 19:23:23,Virement émis,-45.48,Débit,P010,A002,TPE,Validée,0.0,EUR
10419,T000010419,C003559,2023-07-29 17:18:19,Prélèvement,-4.96,Débit,P002,A015,Web,Validée,0.0,EUR
10420,T000010420,C001160,2025-11-25 17:07:57,Paiement carte,-152.41,Débit,P001,A021,TPE,Validée,0.0,EUR
10421,T000010421,C004044,2025-10-12 13:18:38,Prélèvement,-185.51,Débit,P003,A014,DAB,Validée,0.0,EUR
10422,T000010422,C000807,2024-11-23 02:03:21,Prélèvement,-28.24,Débit,P001,A015,Application mobile,Validée,0.0,EUR
10423,T000010423,C002886,2025-01-11 17:12:41,Remboursement,667.92,Crédit,P001,A013,TPE,Validée,0.0,EUR
10424,T000010424,C003432,2024-09-13 02:33:28,Paiement carte,-118.08,Débit,P008,A024,DAB,Validée,0.0,EUR
10425,T000010425,C001142,2025-11-23 05:37:58,Retrait DAB,-39.39,Débit,P001,A004,Web,validee,0.0,EUR
10426,T000010426,C000921,2023-03-27 04:20:38,Prélèvement,-69.5,Débit,P001,A007,Web,Validée,0.0,EUR
10427,T000010427,C003545,2023-12-18 11:15:20,Prélèvement,-89.93,Débit,P006,A025,TPE,Validée,0.0,EUR
10428,T000010428,C004140,2023-08-17 08:18:42,Dépôt,81.35,Crédit,P001,A008,Application mobile,Validée,0.0,EUR
10429,T000010429,C001891,2025-03-29 08:29:56,Retrait DAB,-56.36,Débit,P004,A013,TPE,Validée,0.0,EUR
10430,T000010430,C000870,2023-08-24 00:49:23,Paiement carte,-39.84,Débit,P004,A008,Web,Validée,0.0,EUR
10431,T000010431,C000391,2026-05-29 16:58:48,Prélèvement,-203.03,Débit,P010,A024,Web,Validée,0.0,EUR
10432,T000010432,C005214,2024-12-22 00:11:52,Prélèvement,-16.06,Débit,,A012,Application mobile,Validée,0.0,EUR
10433,T000010433,C001974,2025-06-13 08:35:38,Prélèvement,-32.81,Débit,P001,A018,TPE,Validée,0.0,EUR
10434,T000010434,C001238,2024-06-28 17:49:15,Remboursement,617.26,Crédit,P001,A019,Application mobile,Validée,0.0,EUR
10435,T000010435,C002654,2025-08-07 22:05:04,Prélèvement,-6.25,Débit,P004,A016,TPE,Validée,0.0,EUR
10436,T000010436,C001249,2023-12-09 00:37:09,Virement reçu,269.71,Crédit,P001,A010,Agence,Validée,0.0,EUR
10437,T000010437,C004778,2023-06-27 10:40:57,Virement émis,-88.84,Débit,P001,A008,DAB,Validée,0.0,EUR
10438,T000010438,C002735,2024-04-04 16:59:48,Virement émis,-37.15,Débit,P001,A008,DAB,Validée,0.0,EUR
10439,T000010439,C002654,2025-08-28 03:08:27,Remboursement,273.04,Crédit,P003,A016,TPE,Validée,0.0,EUR
10440,T000010440,C000219,2025-03-06 01:48:25,Paiement carte,-55.61,Débit,,A011,TPE,Validée,0.0,EUR
10441,T000010441,C002846,2025-03-02 05:46:26,Paiement carte,-100.84,Débit,P001,A017,DAB,Validée,0.0,EUR
10442,T000010442,C000228,2024-07-31 00:40:38,Virement émis,-90.42,Débit,P001,A020,Application mobile,Validée,0.0,EUR
10443,T000010443,C005913,2024-12-29 09:33:08,Virement reçu,584.82,Crédit,P001,A003,Application mobile,Validée,0.0,EUR
10444,T000010444,C000725,2025-08-02 11:06:07,Frais bancaires,-5.0,Débit,P002,A011,TPE,Validée,5.0,EUR
10445,T000010445,C005790,2025-11-05 01:05:48,Paiement carte,-464.86,Débit,P002,A009,TPE,Validée,0.0,EUR
10446,T000010446,C005519,2025-03-21 12:50:37,Virement émis,-58.35,Débit,P002,A016,Application mobile,Validée,0.0,EUR
10447,T000010447,C005527,2026-05-11 04:49:40,Virement émis,-43.31,Débit,P001,A023,Application mobile,Validée,0.0,EUR
10448,T000010448,C003893,2023-04-27 19:47:34,Paiement carte,-25.02,Débit,P003,A003,Application mobile,Validée,0.0,EUR
10449,T000010449,C002170,2023-09-21 19:30:51,Frais bancaires,-8.0,Débit,P002,A011,TPE,Validée,8.0,EUR
10450,T000010450,C004311,2023-04-09 04:18:32,Paiement carte,-36.64,Débit,P001,A009,Application mobile,Validée,0.0,EUR
10451,T000010451,C002826,2024-10-06 01:07:32,Virement émis,-270.06,Débit,P002,A021,Web,Validée,0.0,EUR
10452,T000010452,C005471,2025-09-02 02:48:20,Prélèvement,-44.77,Débit,P004,A019,Application mobile,Validée,0.0,EUR
10453,T000010453,C002392,2025-03-09 04:44:25,Prélèvement,-125.37,Débit,P001,A004,Application mobile,Validée,0.0,EUR
10454,T000010454,C000077,2023-02-14 04:25:08,Virement émis,-88.57,Débit,P010,A007,TPE,Validée,0.0,EUR
10455,T000010455,C002727,2024-05-02 03:02:18,Remboursement,151.99,Crédit,P010,A020,Application mobile,Validée,0.0,EUR
10456,T000010456,C004367,2024-03-10 12:17:56,Prélèvement,-31.65,Débit,P010,A003,TPE,Validée,0.0,EUR
10457,T000010457,C001839,2023-07-09 10:08:37,Virement émis,-21.53,Débit,P001,A022,TPE,Validée,0.0,EUR
10458,T000010458,C004384,2024-10-20 14:12:44,Remboursement,78.03,crédit,P007,A025,Application mobile,Validée,0.0,EUR
10459,T000010459,C001212,2025-10-23 12:46:11,Paiement carte,-103.68,Débit,P002,A002,Web,Validée,0.0,EUR
10460,T000010460,C004142,2025-02-06 06:11:33,Virement reçu,222.72,Crédit,P007,A007,DAB,Validée,0.0,EUR
10461,T000010461,C003242,2023-02-20 14:36:02,Remboursement,156.16,Crédit,P002,A019,TPE,Validée,0.0,EUR
10462,T000010462,C002742,2025-01-19 18:02:48,Dépôt,213.49,Crédit,P004,A001,Application mobile,Validée,0.0,EUR
10463,T000010463,C003331,2023-07-25 20:41:10,Retrait DAB,-38.74,Débit,P001,A023,TPE,Validée,0.0,EUR
10464,T000010464,C002474,2026-03-14 09:29:06,Dépôt,230.87,Crédit,P001,A016,Application mobile,Validée,0.0,EUR
10465,T000010465,C003023,2025-06-13 20:12:21,Prélèvement,-21.8,Débit,P001,A004,DAB,Validée,0.0,EUR
10466,T000010466,C003235,2024-02-28 10:49:31,Paiement carte,-280.65,Débit,P004,A024,Web,Validée,0.0,EUR
10467,T000010467,C003660,2025-06-18 04:19:28,Prélèvement,-162.18,Débit,P001,A025,DAB,Validée,0.0,EUR
10468,T000010468,C004031,2025-12-23 09:04:56,Paiement carte,-85.04,Débit,P004,A003,Agence,Validée,0.0,EUR
10469,T000010469,C002555,2026-04-30 06:27:49,Virement reçu,352.91,Crédit,P004,A021,TPE,Validée,0.0,EUR
10470,T000010470,C003080,2024-12-22 08:06:44,Paiement carte,-86.23,Débit,P002,A014,Web,Validée,0.0,EUR
10471,T000010471,C001451,2026-06-05 22:33:37,Prélèvement,-52.13,Débit,P010,A006,Web,Validée,0.0,EUR
10472,T000010472,C003951,2025-08-31 19:49:10,Remboursement,1417.3,Crédit,P001,A019,Web,Validée,0.0,EUR
10473,T000010473,C001695,2025-03-07 02:30:05,Remboursement,373.39,Crédit,P009,A012,TPE,Validée,0.0,EUR
10474,T000010474,C002394,2024-02-01 10:21:13,Frais bancaires,-20.0,Débit,P004,A016,Application mobile,Validée,20.0,EUR
10475,T000010475,C002854,2025-11-17 06:38:28,Paiement carte,-63.14,Débit,P003,A007,TPE,Validée,0.0,EUR
10476,T000010476,C005495,2025-11-25 23:15:12,Paiement carte,-66.4,Débit,P004,A012,TPE,Validée,0.0,EUR
10477,T000010477,C000126,2026-04-24 16:06:34,Retrait DAB,-110.5,Débit,P001,A022,TPE,Validée,0.0,EUR
10478,T000010478,C004639,2025-12-08 03:17:55,Paiement carte,-381.57,Débit,P001,A007,DAB,Validée,0.0,EUR
10479,T000010479,C002307,2023-06-16 11:13:47,Paiement carte,-171.53,Débit,P009,A002,Application mobile,Validée,0.0,EUR
10480,T000010480,C000567,2024-07-11 11:23:30,Retrait DAB,-71.34,Débit,P001,A003,Web,Validée,0.0,EUR
10481,T000010481,C005790,2026-01-05 19:41:00,Dépôt,140.67,Crédit,P010,A009,TPE,Validée,0.0,EUR
10482,T000010482,C002425,2025-12-25 11:56:23,Paiement carte,-21.38,Débit,P007,A016,DAB,Validée,0.0,EUR
10483,T000010483,C003013,2023-10-11 09:10:09,Prélèvement,-106.18,Débit,P001,A011,TPE,Validée,0.0,EUR
10484,T000010484,C005058,2025-07-09 14:56:37,Virement reçu,406.22,Crédit,P006,A018,Application mobile,Rejetée,0.0,EUR
10485,T000010485,C005479,2023-03-15 12:16:22,Virement émis,-68.57,Débit,P009,A022,DAB,Validée,0.0,EUR
10486,T000010486,C001240,2024-10-29 04:11:49,Paiement carte,-118.91,Débit,P001,A020,Web,Validée,0.0,EUR
10487,T000010487,C004978,2024-12-18 10:24:06,Retrait DAB,-62.89,Débit,P004,A025,Application mobile,Validée,0.0,EUR
10488,T000010488,C000099,2024-04-18 09:17:04,Dépôt,436.22,Crédit,P005,A003,Application mobile,Validée,0.0,EUR
10489,T000010489,C004018,2025-05-29 15:31:54,Remboursement,901.92,Crédit,P001,A020,Agence,Validée,0.0,EUR
10490,T000010490,C001348,2025-12-21 03:55:04,Virement reçu,75.15,Crédit,P001,A022,TPE,Validée,0.0,EUR
10491,T000010491,C004024,2025-09-07 09:54:38,Prélèvement,-59.52,Débit,P010,A015,Application mobile,Validée,0.0,EUR
10492,T000010492,C002745,2025-05-06 11:33:22,Paiement carte,-78.85,Débit,P007,A018,Agence,Validée,0.0,EUR
10493,T000010493,C001456,2025-08-07 06:36:28,Prélèvement,-318.22,Débit,P001,A013,Application mobile,Validée,0.0,EUR
10494,T000010494,C000475,2023-08-06 22:10:14,Virement émis,-12.16,Débit,P010,A014,TPE,Validée,0.0,EUR
10495,T000010495,C004048,2024-12-11 05:49:54,Prélèvement,-226.58,Débit,P010,A017,TPE,Rejetée,0.0,EUR
10496,T000010496,C002938,2025-01-24 06:53:04,Virement reçu,702.3,Crédit,P001,A002,DAB,Validée,0.0,EUR
10497,T000010497,C000439,2025-05-24 23:53:33,Virement reçu,90.88,Crédit,P001,A001,Application mobile,Validée,0.0,EUR
10498,T000010498,C002683,2026-05-14 09:37:14,Retrait DAB,-116.82,Débit,P002,A020,TPE,Validée,0.0,EUR
10499,T000010499,C002066,2024-03-06 09:23:13,Retrait DAB,-125.4,Débit,P002,A011,TPE,Validée,0.0,EUR
10500,T000010500,C005550,2025-03-11 03:12:02,Paiement carte,-56.61,Débit,P002,A007,Web,Validée,0.0,EUR
10501,T000010501,C005475,2023-04-17 16:05:20,Prélèvement,-129.62,Débit,P010,A022,TPE,Validée,0.0,EUR
10502,T000010502,C001014,2026-04-27 21:33:52,Virement émis,-71.94,Débit,P008,A002,Web,Validée,0.0,EUR
10503,T000010503,C002148,2025-01-24 02:29:25,Frais bancaires,-12.0,Débit,P002,A006,Agence,Validée,12.0,EUR
10504,T000010504,C003013,2025-04-07 04:06:15,Virement émis,-96.72,Débit,P002,A011,Application mobile,Validée,0.0,EUR
10505,T000010505,C004453,2023-06-06 22:42:53,Virement émis,-137.2,Débit,P001,A016,Agence,Validée,0.0,EUR
10506,T000010506,C003512,2025-03-27 06:06:25,Paiement carte,-90.45,Débit,P002,A017,Agence,Validée,0.0,EUR
10507,T000010507,C000012,2024-04-21 01:19:12,Retrait DAB,-105.31,Débit,P003,A019,Web,Validée,0.0,EUR
10508,T000010508,C003305,2023-03-16 10:33:46,Paiement carte,-118.71,Débit,P007,A015,Web,Validée,0.0,EUR
10509,T000010509,C000271,2023-04-07 19:12:44,Paiement carte,-129.17,Débit,P002,A007,TPE,Validée,0.0,EUR
10510,T000010510,C005839,2025-08-10 18:56:43,Dépôt,353.41,Crédit,P002,A012,TPE,Validée,0.0,EUR
10511,T000010511,C000259,2023-05-03 02:58:43,Paiement carte,-33.28,Débit,P007,A023,Web,Validée,0.0,EUR
10512,T000010512,C001347,2024-01-13 22:24:58,Virement émis,-173.68,Débit,P005,A009,Agence,Validée,0.0,EUR
10513,T000010513,C003292,2025-10-27 16:27:19,Paiement carte,-67.48,Débit,P008,A012,Application mobile,Validée,0.0,EUR
10514,T000010514,C005163,2025-06-05 14:05:31,Virement émis,-174.88,débit,P002,A019,Application mobile,Validée,0.0,EUR
10515,T000010515,C003974,2025-09-25 08:14:20,Dépôt,74.37,Crédit,P006,A004,Application mobile,Validée,0.0,EUR
10516,T000010516,C004937,2025-05-28 22:13:48,Paiement carte,-184.13,Débit,P002,A002,TPE,En attente,0.0,EUR
10517,T000010517,C005432,2023-03-11 21:38:43,Paiement carte,-253.46,Débit,P008,A005,Application mobile,Validée,0.0,EUR
10518,T000010518,C003634,2026-01-19 09:06:44,Paiement carte,-90.75,Débit,P002,A020,Application mobile,Validée,0.0,EUR
10519,T000010519,C001264,2026-02-27 11:53:56,Paiement carte,-173.38,Débit,P001,A025,Application mobile,Validée,0.0,EUR
10520,T000010520,C001080,2025-10-15 11:28:30,Paiement carte,-47.65,Débit,P003,A003,TPE,Rejetée,0.0,EUR
10521,T000010521,C001370,2023-03-29 21:23:14,Virement reçu,419.46,Crédit,P004,A024,TPE,Validée,0.0,EUR
10522,T000010522,C002264,2025-05-29 08:18:39,Prélèvement,-42.03,Débit,P010,A005,Application mobile,Validée,0.0,EUR
10523,T000010523,C000435,2025-11-18 23:11:34,Virement reçu,475.16,Crédit,P002,A006,DAB,Validée,0.0,EUR
10524,T000010524,C005829,2023-11-14 22:26:22,Prélèvement,-172.3,Débit,P009,A014,Web,Validée,0.0,EUR
10525,T000010525,C001320,2024-06-30 12:59:03,Virement émis,-19.5,Débit,P003,A020,Agence,Validée,0.0,EUR
10526,T000010526,C003157,2025-04-06 01:28:26,Paiement carte,-23.26,Débit,P003,A003,TPE,Validée,0.0,EUR
10527,T000010527,C005415,2023-03-21 09:16:41,Paiement carte,-16.07,Débit,P001,A001,Web,Validée,0.0,EUR
10528,T000010528,C002737,2023-10-08 06:08:15,Paiement carte,-57.71,Débit,P002,A006,DAB,Rejetée,0.0,EUR
10529,T000010529,C002067,2023-12-07 03:32:49,Dépôt,643.54,Crédit,P010,A021,Web,Validée,0.0,EUR
10530,T000010530,C000014,2025-02-22 09:19:48,Dépôt,84.31,Crédit,P004,A024,Web,Validée,0.0,EUR
10531,T000010531,C005581,2023-10-02 04:15:12,Virement émis,-80.34,Débit,P001,A003,Web,Rejetée,0.0,EUR
10532,T000010532,C002764,2023-08-29 13:23:17,Prélèvement,-47.1,Débit,P001,A011,Application mobile,Validée,0.0,EUR
10533,T000010533,C005338,2024-11-03 09:37:11,Remboursement,1011.5,Crédit,P001,A014,Agence,Validée,0.0,EUR
10534,T000010534,C001400,2024-03-11 09:19:11,Prélèvement,-44.09,Débit,P002,A010,TPE,Validée,0.0,EUR
10535,T000010535,C001685,2025-11-01 18:03:54,Virement reçu,371.11,Crédit,P002,A001,TPE,Rejetée,0.0,EUR
10536,T000010536,C003011,2024-09-07 05:08:22,Paiement carte,-80.56,Débit,P001,A021,Web,Validée,0.0,EUR
10537,T000010537,C002720,2025-07-24 23:35:34,Paiement carte,-472.21,Débit,P002,A017,Application mobile,Validée,0.0,EUR
10538,T000010538,C003785,2024-06-06 03:41:25,Paiement carte,-427.15,Débit,P009,A001,Application mobile,Validée,0.0,EUR
10539,T000010539,C000638,2024-08-27 11:10:28,Prélèvement,-56.77,Débit,P004,A014,DAB,Validée,0.0,EUR
10540,T000010540,C000227,2024-02-16 09:46:20,Frais bancaires,-30.0,Débit,P002,A019,Application mobile,Validée,30.0,EUR
10541,T000010541,C002646,2023-04-23 20:38:43,Paiement carte,-48.12,Débit,P001,A019,Agence,Validée,0.0,EUR
10542,T000010542,C000282,2023-11-06 03:19:36,Retrait DAB,-178.45,Débit,P004,A002,DAB,Validée,0.0,EUR
10543,T000010543,C005064,2024-07-31 00:48:51,Paiement carte,-159.39,Débit,P002,A013,Application mobile,Validée,0.0,EUR
10544,T000010544,C004079,2023-12-19 22:24:37,Remboursement,743.7,Crédit,P004,A005,DAB,Validée,0.0,EUR
10545,T000010545,C000430,2024-01-14 20:55:54,Retrait DAB,-71.76,Débit,P003,A023,Application mobile,Validée,0.0,EUR
10546,T000010546,C005758,2025-05-13 00:46:20,Paiement carte,-288.84,Débit,P001,A006,Web,Validée,0.0,EUR
10547,T000010547,C005466,2024-06-24 22:50:01,Paiement carte,-95.77,Débit,P002,A018,Application mobile,Validée,0.0,EUR
10548,T000010548,C004272,2025-01-29 18:30:50,Dépôt,221.72,Crédit,P002,A013,Web,Validée,0.0,EUR
10549,T000010549,C001599,2024-02-20 03:31:18,Paiement carte,-86.47,Débit,P007,A006,Web,Validée,0.0,EUR
10550,T000010550,C000101,2024-03-08 17:29:51,Virement émis,-54.4,Débit,,A017,TPE,Validée,0.0,EUR
10551,T000010551,C005589,2025-07-27 19:56:59,Prélèvement,-67.44,Débit,P010,A005,Web,Validée,0.0,EUR
10552,T000010552,C000520,2026-04-25 11:07:05,Virement reçu,219.66,Crédit,P002,A013,TPE,Validée,0.0,EUR
10553,T000010553,C004872,2024-01-28 08:21:52,Prélèvement,-208.68,Débit,P003,A009,Application mobile,Validée,0.0,EUR
10554,T000010554,C005656,2023-11-26 23:06:26,Retrait DAB,-15.84,Débit,P010,A016,Web,Validée,0.0,EUR
10555,T000010555,C004237,2024-09-01 10:35:05,Paiement carte,-140.25,Débit,P003,A020,Application mobile,Validée,0.0,EUR
10556,T000010556,C001558,2026-03-17 01:01:53,Paiement carte,-164.98,Débit,P001,A018,TPE,Validée,0.0,EUR
10557,T000010557,C004076,2023-01-07 05:33:04,Frais bancaires,-2.5,Débit,P002,A016,Web,Validée,2.5,EUR
10558,T000010558,C002750,2026-05-06 17:07:36,Remboursement,61.5,Crédit,P010,A022,DAB,Validée,0.0,EUR
10559,T000010559,C002643,2023-09-14 11:06:28,Paiement carte,-59.63,Débit,P007,A013,DAB,Validée,0.0,EUR
10560,T000010560,C005282,2023-09-07 20:53:17,Prélèvement,-9.74,Débit,P001,A011,DAB,Validée,0.0,EUR
10561,T000010561,C003719,2024-06-06 08:17:49,Paiement carte,-27.21,Débit,P002,A019,Application mobile,Validée,0.0,EUR
10562,T000010562,C004158,2024-07-03 11:23:49,Prélèvement,-11.94,Débit,P004,A011,Web,Validée,0.0,EUR
10563,T000010563,C005671,2023-04-11 16:21:12,Prélèvement,-34.22,Débit,P007,A007,Web,Validée,0.0,EUR
10564,T000010564,C001896,2023-01-10 12:08:35,Retrait DAB,-7.13,Débit,P001,A006,DAB,Validée,0.0,EUR
10565,T000010565,C000222,2025-10-15 06:59:29,Paiement carte,-75.97,Débit,P001,A003,Application mobile,Validée,0.0,EUR
10566,T000010566,C002118,2023-12-24 04:08:38,Remboursement,397.91,Crédit,P007,A007,DAB,Validée,0.0,EUR
10567,T000010567,C001269,2023-11-28 06:11:32,Retrait DAB,-68.85,Débit,P001,A018,Application mobile,Validée,0.0,EUR
10568,T000010568,C003476,2024-10-29 12:25:29,Paiement carte,-63.69,Débit,P009,A014,Application mobile,Validée,0.0,EUR
10569,T000010569,C001499,2024-12-04 00:06:55,Prélèvement,-21.61,Débit,P001,A015,TPE,Validée,0.0,EUR
10570,T000010570,C001404,2023-08-27 21:46:31,Prélèvement,-86.09,Débit,P004,A017,Application mobile,Validée,0.0,EUR
10571,T000010571,C002106,2025-11-24 00:52:46,Prélèvement,-351.57,Débit,P004,A012,Application mobile,Validée,0.0,EUR
10572,T000010572,C001113,2024-04-22 11:56:08,Paiement carte,-261.54,Débit,P001,A003,TPE,Validée,0.0,EUR
10573,T000010573,C000810,2024-02-22 08:38:43,Virement reçu,217.61,Crédit,P007,A016,Application mobile,Validée,0.0,EUR
10574,T000010574,C005443,2025-12-22 00:27:46,Dépôt,165.79,Crédit,P001,A014,Application mobile,Validée,0.0,EUR
10575,T000010575,C003560,2026-03-21 03:25:13,Paiement carte,-131.05,Débit,P010,A020,Application mobile,Validée,0.0,EUR
10576,T000010576,C004296,2026-05-09 03:45:23,Virement émis,-171.22,Débit,P001,A012,Application mobile,Validée,0.0,EUR
10577,T000010577,C004629,2025-06-29 06:38:41,Paiement carte,-46.02,Débit,P001,A018,TPE,Validée,0.0,EUR
10578,T000010578,C005003,2024-06-23 03:16:00,Prélèvement,-174.64,Débit,P003,A012,DAB,Validée,0.0,EUR
10579,T000010579,C005769,2025-11-28 14:18:43,Virement émis,-128.08,Débit,P001,A021,Agence,Validée,0.0,EUR
10580,T000010580,C005362,2024-03-01 07:09:01,Paiement carte,-111.88,Débit,P002,A014,DAB,Validée,0.0,EUR
10581,T000010581,C000842,2023-08-05 07:05:28,Virement reçu,129.69,Crédit,P006,A010,Web,Validée,0.0,EUR
10582,T000010582,C000412,2023-03-28 12:27:35,Virement émis,-13.65,Débit,P008,A010,Application mobile,Validée,0.0,EUR
10583,T000010583,C000037,2024-04-22 01:54:18,Paiement carte,-119.96,Débit,P001,A008,Application mobile,Validée,0.0,EUR
10584,T000010584,C002371,2025-01-08 13:21:36,Retrait DAB,-59.31,Débit,P001,A007,Agence,validee,0.0,EUR
10585,T000010585,C005980,2026-01-27 16:25:53,Remboursement,38.04,Crédit,P009,A012,Application mobile,Validée,0.0,EUR
10586,T000010586,C004794,2023-12-31 23:01:32,Virement reçu,300.87,Crédit,P001,A013,DAB,Validée,0.0,EUR
10587,T000010587,C003112,2023-12-13 14:18:21,Paiement carte,-81.67,Débit,P001,A020,Application mobile,Validée,0.0,EUR
10588,T000010588,C001492,2025-11-26 18:26:34,Paiement carte,-49.23,Débit,P001,A015,Application mobile,Validée,0.0,EUR
10589,T000010589,C003002,2024-04-04 20:42:34,Frais bancaires,-30.0,Débit,P006,A013,TPE,Validée,30.0,EUR
10590,T000010590,C004280,2025-11-21 04:27:33,Virement émis,-92.01,Débit,P002,A006,Application mobile,Validée,0.0,EUR
10591,T000010591,C003846,2023-03-11 05:39:58,Virement reçu,466.2,Crédit,P001,A025,Application mobile,Validée,0.0,EUR
10592,T000010592,C000885,2026-06-21 05:06:01,Frais bancaires,-30.0,Débit,P005,A022,DAB,Validée,30.0,EUR
10593,T000010593,C000288,2024-01-04 18:15:08,Prélèvement,-26.45,Débit,P010,A005,Application mobile,Validée,0.0,EUR
10594,T000010594,C000033,2024-07-14 02:43:38,Frais bancaires,-45.0,Débit,P001,A005,Web,Validée,45.0,EUR
10595,T000010595,C005056,2025-09-12 10:03:11,Dépôt,127.64,Crédit,P001,A022,Application mobile,Validée,0.0,EUR
10596,T000010596,C003094,2025-07-12 17:48:16,Paiement carte,-94.92,Débit,P003,A004,TPE,Validée,0.0,EUR
10597,T000010597,C002208,2024-09-14 07:12:53,Prélèvement,-347.58,Débit,P002,A020,Application mobile,Validée,0.0,EUR
10598,T000010598,C004399,2023-09-17 21:20:06,Virement émis,-68.11,Débit,,A011,DAB,Validée,0.0,EUR
10599,T000010599,C004128,2026-03-06 18:54:04,Paiement carte,-124.21,Débit,P005,A008,DAB,Validée,0.0,EUR
10600,T000010600,C001081,2023-10-09 01:44:16,Paiement carte,-296.3,Débit,P005,A004,Web,Validée,0.0,EUR
10601,T000010601,C003587,2023-11-22 01:11:24,Paiement carte,-587.04,Débit,P001,A018,Web,Validée,0.0,EUR
10602,T000010602,C000532,2025-02-19 01:45:08,Prélèvement,-268.44,Débit,P010,A008,Application mobile,Validée,0.0,EUR
10603,T000010603,C002698,2025-10-16 21:33:06,Retrait DAB,-67.98,Débit,P010,A006,Application mobile,Validée,0.0,EUR
10604,T000010604,C003803,2023-10-25 05:02:43,Dépôt,1324.72,Crédit,P002,A015,Web,Validée,0.0,EUR
10605,T000010605,C005520,2023-09-21 17:52:07,Paiement carte,-197.7,Débit,P001,A012,Application mobile,Validée,0.0,EUR
10606,T000010606,C001115,2024-12-17 02:13:34,Paiement carte,-67.19,Débit,P010,A004,Web,Validée,0.0,EUR
10607,T000010607,C003218,2026-05-10 12:39:45,Paiement carte,-93.09,Débit,P002,A013,DAB,Validée,0.0,EUR
10608,T000010608,C002495,2025-09-22 10:26:30,Virement reçu,276.6,Crédit,P009,A002,DAB,Validée,0.0,EUR
10609,T000010609,C004751,2023-07-15 02:51:21,Paiement carte,-22.03,Débit,P004,A016,TPE,Validée,0.0,EUR
10610,T000010610,C004210,2023-04-26 14:18:48,Prélèvement,-100.87,Débit,P003,A008,Application mobile,Validée,0.0,EUR
10611,T000010611,C002892,2025-08-10 18:58:37,Remboursement,465.56,Crédit,P003,A013,Application mobile,Validée,0.0,EUR
10612,T000010612,C002846,2023-11-02 07:39:33,Paiement carte,-90.69,Débit,P010,A017,Application mobile,Validée,0.0,EUR
10613,T000010613,C001559,2025-02-28 13:14:45,Virement reçu,46.36,Crédit,P001,A011,Application mobile,Validée,0.0,EUR
10614,T000010614,C000957,2024-08-31 20:32:08,Paiement carte,-309.9,débit,P005,A012,DAB,Validée,0.0,EUR
10615,T000010615,C005763,2023-01-02 04:11:52,Remboursement,35.98,Crédit,P009,A002,DAB,Validée,0.0,EUR
10616,T000010616,C002335,2023-07-30 10:46:05,Prélèvement,-137.09,Débit,P002,A020,TPE,Validée,0.0,EUR
10617,T000010617,C005227,2024-03-14 18:56:06,Paiement carte,-47.85,Débit,P002,A005,DAB,Validée,0.0,EUR
10618,T000010618,C001616,2023-11-17 20:30:38,Paiement carte,-39.78,Débit,P004,A025,Application mobile,Validée,0.0,EUR
10619,T000010619,C002068,2024-08-16 01:25:08,Prélèvement,-37.1,Débit,P007,A007,Web,Validée,0.0,EUR
10620,T000010620,C004560,2026-04-23 06:40:05,Prélèvement,-424.72,Débit,P001,A020,Application mobile,Validée,0.0,EUR
10621,T000010621,C004688,2024-07-17 09:48:40,Paiement carte,-43.24,Débit,P004,A016,Agence,Validée,0.0,EUR
10622,T000010622,C005774,2025-12-20 16:28:46,Paiement carte,-17.17,Débit,P009,A013,Application mobile,Validée,0.0,EUR
10623,T000010623,C005862,2026-03-01 01:56:00,Paiement carte,-155.64,Débit,P007,A012,Web,Validée,0.0,EUR
10624,T000010624,C000603,2023-03-10 11:25:13,Paiement carte,-69.84,Débit,P003,A025,Application mobile,Validée,0.0,EUR
10625,T000010625,C003617,2023-06-14 22:12:37,Retrait DAB,-50.95,Débit,P007,A019,TPE,Validée,0.0,EUR
10626,T000010626,C005033,2023-06-05 22:10:58,Prélèvement,-85.64,débit,P001,A016,Application mobile,Validée,0.0,EUR
10627,T000010627,C003965,2026-06-12 23:36:11,Prélèvement,-136.96,Débit,P004,A005,Web,Validée,0.0,EUR
10628,T000010628,C002569,2023-03-08 05:25:51,Virement reçu,1217.21,Crédit,P001,A011,DAB,Validée,0.0,EUR
10629,T000010629,C000818,2023-06-04 12:58:22,Frais bancaires,-45.0,Débit,P010,A019,Application mobile,Validée,45.0,EUR
